customer_id,registration_date,country,city,age,signup_channel,marketing_consent
C00128,2025-11-28,Belarus,Minsk,26.0,organic,1.0
C00129,2025-06-08,Belarus,Gomel,37.0,organic,1.0
C00130,2025-08-01,Georgia,Tbilisi,68.0,organic,1.0
C00131,2025-05-30,Georgia,Tbilisi,,organic,1.0
C00132,2025-05-19,Russia,Kazan,26.0,organic,0.0
C00133,2024-03-23,Russia,Kazan,25.0,ads,1.0
C00134,2025-05-24,Kazakhstan,Astana,54.0,ads,1.0
C00135,2025-12-25,Georgia,Tbilisi,39.0,organic,1.0
C00136,2024-10-04,Russia,Saint Petersburg,40.0,ads,1.0
C00137,2025-07-03,Russia,Saint Petersburg,64.0,ads,0.0
C00138,2024-01-29,Russia,Kazan,66.0,organic,0.0
C00139,2024-11-12,Russia,Moscow,65.0,ads,1.0
C00140,2025-02-02,Belarus,Minsk,59.0,organic,0.0
C00141,2026-06-15,Russia,Novosibirsk,69.0,organic,0.0
C00142,2024-07-14,Kazakhstan,Almaty,56.0,ads,1.0
C00143,2024-09-09,Kazakhstan,Astana,,email,1.0
C00144,2025-01-07,Kazakhstan,Almaty,46.0,email,1.0
C00145,2026-06-24,Russia,Moscow,20.0,email,1.0
C00146,2026-02-17,Russia,Kazan,61.0,ads,1.0
C00147,2024-02-01,Kazakhstan,Astana,67.0,organic,1.0
C00148,2024-08-01,Kazakhstan,Almaty,34.0,organic,0.0
C00149,2026-01-19,Russia,Moscow,40.0,organic,1.0
C00150,2024-02-23,Armenia,Yerevan,48.0,organic,1.0
C00151,2026-02-19,Russia,Moscow,52.0,organic,1.0
C00152,2024-09-13,Armenia,Yerevan,53.0,ads,1.0
C00153,2026-04-16,Russia,Moscow,38.0,organic,1.0
C00154,2024-09-24,Russia,Novosibirsk,63.0,organic,1.0
C00155,2025-01-31,Russia,Saint Petersburg,61.0,referral,1.0
C00156,2025-08-26,Russia,Saint Petersburg,67.0,ads,0.0
C00157,2024-04-25,Russia,Moscow,48.0,referral,1.0
C00158,2025-05-23,Russia,Saint Petersburg,,organic,1.0
C00159,2025-04-05,Russia,Novosibirsk,,ads,1.0
C00160,2025-12-15,Kazakhstan,Almaty,22.0,organic,0.0
C00161,2026-06-27,Russia,Kazan,28.0,ads,1.0
C00162,2025-08-28,Belarus,Minsk,33.0,organic,1.0
C00163,2025-01-08,Kazakhstan,Almaty,27.0,organic,1.0
C00164,2025-01-05,Russia,Kazan,,ads,1.0
C00165,2025-01-16,Russia,Moscow,41.0,organic,1.0
C00166,2026-01-12,Armenia,Yerevan,29.0,organic,1.0
C00167,2024-10-19,Kazakhstan,Almaty,18.0,,1.0
C00168,2024-06-01,Russia,Saint Petersburg,29.0,organic,1.0
C00169,2024-10-31,Kazakhstan,Almaty,54.0,ads,1.0
C00170,2024-01-21,Russia,Kazan,60.0,ads,1.0
C00171,2024-04-06,Russia,Novosibirsk,33.0,organic,1.0
C00172,2024-03-23,Kazakhstan,Almaty,21.0,ads,1.0
C00173,2025-12-04,Russia,Novosibirsk,47.0,organic,0.0
C00174,2025-10-20,Kazakhstan,Astana,59.0,referral,1.0
C00175,2025-09-27,Russia,Kazan,21.0,organic,1.0
C00176,2025-02-25,Kazakhstan,Almaty,60.0,organic,1.0
C00177,2025-10-15,Russia,Novosibirsk,27.0,organic,1.0
C00178,2024-05-27,Russia,Moscow,31.0,email,1.0
C00179,2026-04-01,Russia,Novosibirsk,51.0,referral,0.0
C00180,2025-04-01,Russia,Kazan,20.0,email,1.0
C00181,2026-05-05,Kazakhstan,Almaty,34.0,ads,0.0
C00182,2024-05-18,Russia,Moscow,25.0,ads,1.0
C00183,2025-03-29,Russia,Kazan,,ads,1.0
C00184,2025-09-27,Russia,Moscow,58.0,email,1.0
C00185,2025-03-28,Russia,Kazan,30.0,ads,
C00186,2025-02-10,Kazakhstan,Astana,20.0,ads,1.0
C00187,2024-05-31,Russia,Saint Petersburg,29.0,ads,1.0
C00188,2024-12-13,Georgia,Tbilisi,22.0,,1.0
C00189,2024-08-05,Russia,Moscow,51.0,organic,
C00190,2024-10-01,Belarus,Minsk,69.0,ads,1.0
C00191,2025-09-15,Russia,Moscow,26.0,organic,1.0
C00192,2025-07-28,Russia,Moscow,56.0,referral,1.0
C00193,2025-07-07,Armenia,Yerevan,37.0,ads,1.0
C00194,2024-11-25,Georgia,Tbilisi,21.0,referral,1.0
C00195,2026-05-25,Armenia,Yerevan,54.0,ads,1.0
C00196,2024-03-20,Russia,Moscow,29.0,,1.0
C00197,2024-11-08,Russia,Kazan,45.0,organic,1.0
C00198,2024-04-17,Belarus,Minsk,44.0,email,1.0
C00199,2024-11-05,Russia,Novosibirsk,49.0,ads,1.0
C00200,2026-05-27,Kazakhstan,Astana,25.0,organic,1.0
C00201,2024-11-30,Russia,Novosibirsk,31.0,organic,1.0
C00202,2026-04-08,Russia,Kazan,57.0,organic,1.0
C00203,2025-03-27,Kazakhstan,Almaty,67.0,ads,1.0
C00204,2025-09-30,Kazakhstan,Astana,18.0,referral,1.0
C00205,2025-02-21,Russia,Moscow,39.0,email,0.0
C00206,2024-08-30,Russia,Saint Petersburg,64.0,ads,1.0
C00207,2025-11-27,Belarus,Minsk,33.0,ads,1.0
C00208,2026-06-02,Russia,Kazan,41.0,ads,1.0
C00209,2024-08-28,Russia,Kazan,65.0,,1.0
C00210,2025-12-11,Russia,Novosibirsk,69.0,referral,1.0
C00211,2024-08-26,Kazakhstan,Astana,52.0,organic,0.0
C00212,2025-10-15,Kazakhstan,Almaty,54.0,email,1.0
C00213,2025-12-20,Russia,Novosibirsk,,ads,1.0
C00214,2025-02-13,Russia,Moscow,33.0,referral,0.0
C00215,2025-11-03,Russia,Novosibirsk,64.0,email,1.0
C00216,2024-09-05,Russia,Moscow,19.0,referral,1.0
C00217,2024-03-13,Russia,Novosibirsk,21.0,organic,0.0
C00218,2024-03-28,Russia,Saint Petersburg,49.0,ads,1.0
C00219,2025-02-11,Belarus,Gomel,62.0,organic,0.0
C00220,2026-04-03,Russia,Moscow,61.0,referral,
C00221,2024-04-26,Russia,Saint Petersburg,53.0,organic,1.0
C00222,2025-02-19,Russia,Novosibirsk,37.0,ads,1.0
C00223,2025-10-04,Armenia,Yerevan,37.0,email,1.0
C00224,2024-07-03,Belarus,Minsk,40.0,organic,1.0
C00225,2025-10-20,Russia,Saint Petersburg,31.0,ads,1.0
C00226,2024-10-06,Armenia,Yerevan,40.0,ads,0.0
C00227,2026-01-07,Russia,Moscow,23.0,,1.0
C00228,2025-06-12,Russia,Saint Petersburg,34.0,organic,1.0
C00229,2025-05-13,Georgia,Tbilisi,67.0,organic,
C00230,2024-06-10,Russia,Saint Petersburg,55.0,ads,1.0
C00231,2025-02-26,Russia,Kazan,25.0,ads,0.0
C00232,2026-02-20,Russia,Saint Petersburg,33.0,ads,1.0
C00233,2024-01-18,Russia,Moscow,,organic,0.0
C00234,2025-11-22,Belarus,Minsk,32.0,ads,1.0
C00235,2025-03-25,Russia,Novosibirsk,54.0,ads,1.0
C00236,2025-10-18,Russia,Novosibirsk,65.0,organic,1.0
C00237,2025-08-27,Russia,Moscow,55.0,referral,0.0
C00238,2025-01-29,Russia,Moscow,43.0,organic,1.0
C00239,2024-10-08,Russia,Moscow,,ads,1.0
C00240,2025-07-26,Russia,Novosibirsk,25.0,email,1.0
C00241,2024-05-07,Armenia,Yerevan,61.0,ads,1.0
C00242,2025-06-16,Russia,Kazan,53.0,ads,1.0
C00243,2024-03-27,Russia,Novosibirsk,45.0,organic,1.0
C00244,2025-08-15,Russia,Saint Petersburg,48.0,organic,1.0
C00245,2025-07-27,Russia,Kazan,62.0,organic,1.0
C00246,2024-03-18,Russia,Moscow,61.0,referral,0.0
C00247,2025-11-21,Belarus,Gomel,22.0,referral,1.0
C00248,2025-01-14,Russia,Kazan,38.0,organic,1.0
C00249,2025-12-18,Armenia,Yerevan,20.0,organic,0.0
C00250,2024-02-07,Georgia,Tbilisi,38.0,organic,1.0
C00251,2024-06-12,Russia,Saint Petersburg,51.0,ads,0.0
C00252,2025-03-26,Russia,Kazan,29.0,ads,1.0
C00253,2024-02-30,Russia,Kazan,25.0,ads,0.0
C00254,2024-10-27,Belarus,Minsk,44.0,email,1.0
C00255,2025-08-25,Russia,Moscow,45.0,organic,1.0
C00256,2024-05-11,Armenia,Yerevan,55.0,ads,0.0
C00257,2025-09-10,Kazakhstan,Almaty,18.0,ads,1.0
C00258,2024-04-04,Kazakhstan,Astana,31.0,organic,1.0
C00259,2024-06-08,Russia,Saint Petersburg,59.0,email,1.0
C00260,2025-06-19,Georgia,Tbilisi,54.0,organic,0.0
C00261,2025-12-24,Russia,Saint Petersburg,65.0,referral,1.0
C00262,2024-06-04,Russia,Kazan,61.0,referral,1.0
C00263,2024-09-30,Russia,Saint Petersburg,62.0,email,1.0
C00264,2026-04-23,Georgia,Tbilisi,45.0,ads,1.0
C00265,2026-06-21,Russia,Saint Petersburg,68.0,organic,1.0
C00266,2025-06-13,Kazakhstan,Astana,40.0,referral,1.0
C00267,2025-02-11,Russia,Kazan,65.0,referral,0.0
C00268,2024-11-12,Georgia,Tbilisi,38.0,ads,1.0
C00269,2025-07-12,Russia,Kazan,41.0,referral,1.0
C00270,2025-06-22,Russia,Moscow,54.0,organic,1.0
C00271,2024-09-25,Georgia,Tbilisi,39.0,ads,0.0
C00272,2024-01-21,Russia,Saint Petersburg,25.0,referral,1.0
C00273,2024-05-18,Russia,Saint Petersburg,65.0,organic,1.0
C00274,2026-05-24,Russia,Kazan,42.0,,1.0
C00275,2025-01-16,Russia,Moscow,67.0,email,1.0
C00276,2025-03-15,Russia,Moscow,39.0,referral,1.0
C00277,2025-03-02,Russia,Novosibirsk,69.0,referral,1.0
C00278,2025-12-14,Russia,Kazan,49.0,ads,0.0
C00279,2024-02-29,Armenia,Yerevan,58.0,email,1.0
C00280,2024-03-16,Russia,Novosibirsk,58.0,organic,1.0
C00281,2024-09-08,Russia,Saint Petersburg,28.0,ads,1.0
C00282,2025-03-19,Russia,Novosibirsk,61.0,,0.0
C00283,2025-09-04,Russia,Saint Petersburg,68.0,referral,0.0
C00284,2025-03-23,Belarus,Gomel,53.0,email,1.0
C00285,2025-02-06,Georgia,Tbilisi,68.0,referral,0.0
C00286,2026-05-05,Georgia,Tbilisi,62.0,ads,1.0
C00287,2024-05-26,Russia,Moscow,53.0,ads,0.0
C00288,2025-06-05,Russia,Novosibirsk,43.0,ads,1.0
C00289,2025-05-09,Russia,Saint Petersburg,,ads,1.0
C00290,2025-03-07,Russia,Novosibirsk,27.0,organic,1.0
C00291,2026-01-06,Russia,Saint Petersburg,47.0,ads,1.0
C00292,2024-08-31,Belarus,Gomel,61.0,referral,1.0
C00293,2026-05-19,Russia,Saint Petersburg,68.0,referral,1.0
C00294,2024-10-29,Russia,Moscow,32.0,referral,0.0
C00295,2025-05-12,Russia,Moscow,22.0,ads,1.0
C00296,2025-04-19,Russia,Kazan,35.0,ads,
C00297,2026-02-13,Russia,Moscow,63.0,organic,1.0
C00298,2025-02-04,Russia,Saint Petersburg,45.0,ads,0.0
C00299,2024-09-16,Kazakhstan,Astana,20.0,ads,0.0
C00300,2024-01-20,Russia,Saint Petersburg,24.0,organic,1.0
C00301,2024-11-27,Russia,Moscow,35.0,organic,0.0
C00302,2026-01-23,Russia,Kazan,36.0,ads,0.0
C00303,2024-01-10,Kazakhstan,Astana,25.0,ads,0.0
C00304,2026-03-28,Russia,Kazan,44.0,ads,1.0
C00305,2025-05-10,Kazakhstan,Astana,43.0,organic,0.0
C00306,2024-05-07,Georgia,Tbilisi,28.0,ads,0.0
C00307,2024-10-02,Russia,Moscow,30.0,ads,0.0
C00308,2025-05-20,Belarus,Minsk,53.0,ads,1.0
C00309,2024-10-14,Russia,Moscow,68.0,ads,0.0
C00310,2024-04-09,Georgia,Tbilisi,70.0,organic,0.0
C00311,2025-08-30,Russia,Novosibirsk,47.0,email,1.0
C00312,2025-09-05,Armenia,Yerevan,20.0,organic,1.0
C00313,2024-04-18,Russia,Kazan,65.0,,0.0
C00314,2024-09-13,Russia,Moscow,68.0,organic,1.0
C00315,2024-08-10,Russia,Kazan,32.0,ads,0.0
C00316,2025-08-24,Belarus,Minsk,39.0,organic,1.0
C00317,2025-10-28,Russia,Saint Petersburg,19.0,referral,1.0
C00318,2025-10-25,Russia,Kazan,60.0,ads,1.0
C00319,2026-05-06,Kazakhstan,Astana,59.0,ads,1.0
C00320,2025-12-02,Armenia,Yerevan,19.0,organic,1.0
C00321,2024-10-19,Russia,Novosibirsk,55.0,organic,0.0
C00322,2024-04-08,Russia,Kazan,39.0,ads,1.0
C00323,2025-07-14,Russia,Novosibirsk,46.0,ads,1.0
C00324,2026-04-15,Kazakhstan,Astana,29.0,ads,1.0
C00325,2026-06-08,Russia,Moscow,61.0,email,0.0
C00326,2024-07-28,Armenia,Yerevan,39.0,referral,1.0
C00327,2024-08-03,Russia,Moscow,,email,1.0
C00328,2024-02-04,Russia,Novosibirsk,25.0,organic,1.0
C00329,2024-05-08,Russia,Moscow,49.0,referral,1.0
C00330,2025-05-21,Russia,Saint Petersburg,34.0,ads,1.0
C00331,2025-05-13,Kazakhstan,Almaty,69.0,ads,1.0
C00332,2024-12-04,Russia,Saint Petersburg,47.0,email,1.0
C00333,2024-10-09,Russia,Kazan,56.0,ads,1.0
C00334,2026-01-26,Georgia,Tbilisi,,referral,1.0
C00335,2025-02-23,Georgia,Tbilisi,53.0,referral,0.0
C00336,2026-01-07,Armenia,Yerevan,23.0,organic,0.0
C00337,2026-05-28,Russia,Moscow,37.0,ads,1.0
C00338,2024-10-16,Russia,Saint Petersburg,29.0,ads,1.0
C00339,2024-07-03,Armenia,Yerevan,18.0,email,0.0
C00340,2026-05-19,Russia,Novosibirsk,49.0,referral,1.0
C00341,2025-08-01,Russia,Moscow,30.0,organic,1.0
C00342,2024-09-22,Kazakhstan,Almaty,45.0,organic,1.0
C00343,2025-07-21,Russia,Saint Petersburg,58.0,organic,0.0
C00344,2025-04-14,Russia,Novosibirsk,27.0,ads,1.0
C00345,2026-04-05,Georgia,Tbilisi,55.0,organic,1.0
C00346,2024-08-21,Belarus,Minsk,33.0,referral,0.0
C00347,2026-06-23,Russia,Kazan,35.0,ads,1.0
C00348,2026-05-03,Russia,Moscow,48.0,referral,1.0
C00349,2024-06-13,Russia,Kazan,51.0,organic,1.0
C00350,2024-05-30,Russia,Moscow,52.0,ads,1.0
C00351,2025-05-01,Kazakhstan,Astana,28.0,organic,0.0
C00352,2024-02-10,Kazakhstan,Almaty,48.0,referral,0.0
C00353,2024-09-29,Russia,Novosibirsk,31.0,organic,
C00354,2025-01-31,Russia,Saint Petersburg,32.0,organic,0.0
C00355,2026-06-03,Armenia,Yerevan,68.0,organic,1.0
C00356,2026-06-24,Russia,Moscow,23.0,referral,
C00357,2024-05-18,Russia,Saint Petersburg,39.0,organic,1.0
C00358,2026-03-24,Russia,Moscow,41.0,ads,0.0
C00359,2024-03-23,Belarus,Minsk,,referral,0.0
C00360,2025-11-13,Russia,Kazan,59.0,referral,0.0
C00361,2026-02-10,Belarus,Minsk,43.0,organic,1.0
C00362,2026-03-23,Russia,Saint Petersburg,56.0,organic,1.0
C00363,2024-07-22,Belarus,Gomel,38.0,ads,1.0
C00364,2026-03-25,Russia,Moscow,65.0,organic,0.0
C00365,2024-04-15,Russia,Saint Petersburg,56.0,ads,1.0
C00366,2025-04-18,Russia,Moscow,35.0,ads,1.0
C00367,2025-03-04,Russia,Saint Petersburg,68.0,ads,1.0
C00368,2024-10-15,Russia,Saint Petersburg,63.0,organic,0.0
C00369,2024-01-21,Russia,Moscow,,ads,0.0
C00370,2025-12-05,Russia,Moscow,18.0,organic,0.0
C00371,2024-11-02,Russia,Novosibirsk,49.0,ads,1.0
C00372,2025-08-26,Georgia,Tbilisi,54.0,organic,1.0
C00373,2025-01-09,Russia,Moscow,37.0,email,1.0
C00374,2024-12-06,Kazakhstan,Astana,25.0,ads,1.0
C00375,2026-03-19,Georgia,Tbilisi,47.0,organic,1.0
C00376,2024-03-27,Russia,Novosibirsk,60.0,organic,1.0
C00377,2025-11-02,Belarus,Minsk,34.0,organic,0.0
C00378,2025-11-12,Armenia,Yerevan,42.0,organic,1.0
C00379,2024-12-12,Belarus,Minsk,18.0,organic,0.0
C00380,2024-08-27,Russia,Novosibirsk,55.0,referral,0.0
C00381,2024-01-05,Russia,Novosibirsk,63.0,ads,1.0
C00382,2026-05-04,Russia,Moscow,59.0,organic,1.0
C00383,2026-05-14,Russia,Novosibirsk,40.0,ads,1.0
C00384,2024-08-07,Georgia,Tbilisi,20.0,organic,1.0
C00385,2024-01-30,Georgia,Tbilisi,44.0,email,0.0
C00386,2024-04-21,Russia,Novosibirsk,67.0,organic,1.0
C00387,2024-03-02,Kazakhstan,Almaty,22.0,referral,0.0
C00388,2026-01-27,Russia,Moscow,29.0,referral,1.0
C00389,2026-03-24,Armenia,Yerevan,62.0,organic,1.0
C00390,2024-05-19,Russia,Kazan,48.0,organic,1.0
C00391,2025-11-12,Georgia,Tbilisi,27.0,ads,1.0
C00392,2024-06-12,Kazakhstan,Almaty,19.0,referral,1.0
C00393,2024-11-30,Russia,Kazan,39.0,ads,1.0
C00394,2025-06-30,Russia,Moscow,49.0,Unknown,0.0
C00395,2025-10-18,Kazakhstan,Astana,62.0,referral,1.0
C00396,2026-03-08,Russia,Moscow,64.0,referral,0.0
C00397,2024-02-10,Russia,Moscow,,ads,1.0
C00398,2024-06-28,Armenia,Yerevan,40.0,ads,1.0
C00399,2024-09-12,Russia,Moscow,67.0,referral,1.0
C00400,2024-10-10,Russia,Moscow,59.0,organic,1.0
C00401,2026-06-29,Russia,Kazan,29.0,referral,0.0
C00402,2025-12-09,Russia,Moscow,54.0,organic,1.0
C00403,2024-10-19,Georgia,Tbilisi,55.0,organic,1.0
C00404,,Russia,Novosibirsk,30.0,referral,1.0
C00405,2025-03-31,Russia,Kazan,69.0,organic,1.0
C00406,2025-04-01,Russia,Saint Petersburg,33.0,organic,
C00407,2024-02-30,Georgia,Tbilisi,47.0,organic,0.0
C00408,2024-05-11,Russia,Novosibirsk,44.0,ads,0.0
C00409,2026-05-02,Armenia,Yerevan,54.0,referral,1.0
C00410,2024-01-13,Kazakhstan,Astana,65.0,organic,
C00411,2024-06-07,Kazakhstan,Astana,38.0,organic,0.0
C00412,2024-07-28,Georgia,Tbilisi,38.0,ads,1.0
C00413,2024-09-11,Kazakhstan,Almaty,57.0,email,1.0
C00414,2024-04-30,Georgia,Tbilisi,68.0,organic,1.0
C00415,2024-01-17,Russia,Kazan,66.0,email,1.0
C00416,2025-09-10,Kazakhstan,Astana,57.0,referral,1.0
C00417,2026-06-03,Russia,Novosibirsk,55.0,organic,1.0
C00418,2024-04-21,Russia,Saint Petersburg,58.0,referral,1.0
C00419,2024-09-27,Armenia,Yerevan,67.0,ads,0.0
C00420,2025-04-06,Georgia,Tbilisi,18.0,ads,0.0
C00421,2026-04-25,Kazakhstan,Astana,49.0,ads,1.0
C00422,2025-09-25,Russia,Saint Petersburg,19.0,referral,1.0
C00423,2025-11-29,Russia,Moscow,48.0,referral,0.0
C00424,2025-06-13,Russia,Moscow,38.0,,0.0
C00425,2025-01-15,Russia,Novosibirsk,34.0,email,1.0
C00426,,Russia,Kazan,65.0,ads,1.0
C00427,2026-02-27,Russia,Saint Petersburg,55.0,referral,1.0
C00428,2026-01-03,Russia,Kazan,48.0,,0.0
